Id Empresas,Id Frutas,Id Cliente,Cantidad,Anio,Ventas EEUU,Ventas China,Ventas Espana,Ventas Francia,Ventas Canada
2,1,4,1344,2011,4,4,1,2,3
1,3,4,1523,2012,2,3,1,3,4
3,3,1,917,2013,1,3,1,3,2
7,5,1,1106,2013,2,3,1,3,2
1,6,2,1202,2018,2,3,2,2,1
7,2,3,1866,2020,3,3,1,2,5
7,7,4,1425,2011,2,4,3,3,3
5,7,1,1049,2015,4,3,3,3,1
1,5,1,1178,2014,4,3,3,2,3
7,3,2,1357,2019,5,4,1,3,1
6,2,2,1041,2017,1,3,1,3,3
3,1,3,1815,2010,2,3,3,2,2
1,6,4,1588,2019,4,3,1,3,3
6,3,5,1753,2020,3,4,2,2,3
5,7,4,1792,2012,5,4,2,3,3
4,7,5,1261,2010,1,4,1,2,4
1,2,3,1270,2019,1,3,1,3,5
1,4,4,847,2016,2,3,1,3,4
6,7,4,2340,2019,5,3,3,2,4
5,2,1,1189,2019,3,3,1,3,3
3,1,4,1368,2010,1,4,2,2,1
7,3,4,1821,2011,2,3,2,2,2
7,7,5,2306,2016,2,3,2,2,5
6,6,1,1212,2011,4,4,2,3,3
2,6,4,2299,2017,1,4,3,2,1
1,7,3,1314,2015,4,4,3,3,4
2,6,3,1530,2010,5,3,3,2,4
2,3,3,1404,2010,4,4,2,3,1
4,3,3,1736,2011,4,3,2,3,2
6,4,4,2366,2016,5,3,2,2,2
1,6,5,961,2011,3,4,2,3,2
3,4,2,1161,2011,5,3,1,2,3
1,6,5,1998,2015,5,4,2,3,4
5,7,4,2042,2018,3,4,3,2,3
2,3,2,1341,2015,1,4,1,3,1
1,2,4,1582,2016,2,4,2,3,1
5,6,3,1079,2016,5,3,1,3,4
2,4,3,1977,2014,2,4,1,3,1
3,5,3,2036,2013,5,4,2,2,4
4,1,1,878,2018,3,3,3,2,3
2,3,2,1365,2018,3,3,3,3,5
1,5,5,2255,2016,2,3,2,3,3
6,7,2,1605,2019,4,3,1,3,4
3,7,2,2362,2010,5,4,3,2,2
4,7,5,2112,2011,5,4,1,2,5
7,7,4,1972,2018,2,4,1,2,1
7,6,1,1447,2016,5,3,2,2,5
7,5,3,1807,2014,3,3,2,3,3
7,6,3,2167,2015,3,3,2,2,5
4,6,5,1027,2020,4,3,1,3,2
4,6,1,2050,2014,2,3,2,3,2
5,1,3,1740,2011,3,4,2,2,4
1,6,1,1577,2020,3,4,3,2,4
7,5,1,1360,2013,2,3,2,2,3
6,4,3,2152,2013,2,3,1,3,1
6,3,1,2283,2018,4,4,1,3,1
1,5,2,2104,2011,5,4,2,3,1
1,5,4,2015,2010,1,3,3,2,5
4,7,4,1881,2020,3,4,2,2,3
6,2,4,1277,2020,2,3,2,2,5
2,3,2,1955,2016,2,3,2,3,5
5,4,4,1923,2014,1,3,2,3,4
5,2,5,1035,2010,2,3,2,2,3
3,2,5,2302,2012,3,3,1,3,1
5,4,3,1867,2015,1,4,1,3,5
1,5,3,2238,2013,5,4,3,2,5
1,3,3,1534,2010,3,4,2,2,3
4,4,5,990,2010,1,4,1,2,5
2,6,4,905,2017,2,3,1,3,1
1,7,4,1130,2012,1,3,3,3,1
7,1,2,1775,2019,4,4,3,3,4
3,4,1,1942,2018,4,3,3,3,5
2,5,3,2244,2011,4,3,2,2,2
3,1,4,1454,2012,5,3,1,3,1
2,7,3,1974,2011,2,3,1,2,1
6,4,1,1506,2017,2,3,3,3,4
6,4,2,2213,2019,3,3,1,3,5
1,6,1,2191,2012,3,4,2,3,2
5,7,1,1343,2012,3,3,1,2,1
2,7,4,1956,2016,1,3,2,3,5
4,6,3,1949,2014,5,4,3,3,4
4,1,5,1429,2013,5,3,2,3,2
7,7,2,1843,2011,1,4,1,2,4
4,6,1,1557,2017,5,3,1,3,5
6,7,5,1823,2016,3,4,1,2,3
7,3,1,1114,2010,1,4,3,2,2
5,2,4,2072,2011,2,4,2,3,3
2,4,2,1590,2019,5,3,1,2,5
5,7,4,1488,2016,1,4,3,2,5
5,3,1,1084,2010,5,3,1,2,3
4,6,4,1635,2011,3,4,1,3,3
4,7,1,1476,2020,5,4,2,2,4
5,5,1,2319,2010,5,3,3,3,3
6,3,3,983,2015,4,4,3,2,4
1,4,4,2176,2018,1,3,1,2,4
2,5,4,1732,2013,2,4,3,2,4
5,1,3,2338,2015,4,4,2,2,4
3,6,3,1035,2017,1,4,1,2,2
2,4,3,2342,2011,2,4,1,3,2
3,3,1,1982,2016,1,4,1,2,3
6,1,2,2361,2018,4,3,2,2,3
1,4,4,1277,2017,5,3,1,2,2
5,4,3,1565,2012,4,4,3,3,1
1,5,1,1726,2017,1,4,2,3,2
2,3,1,1405,2010,4,4,3,3,2
2,5,3,1122,2016,2,4,2,2,3
4,3,3,1892,2020,1,4,1,3,5
4,4,4,2011,2018,4,4,3,3,2
1,7,4,1663,2011,4,4,1,2,2
6,5,2,1112,2011,2,3,2,2,3
2,5,4,2031,2016,3,3,2,3,1
1,3,1,2389,2020,3,4,3,3,3
1,2,1,1775,2017,4,4,1,3,4
3,3,1,1225,2018,4,4,2,2,4
1,4,1,864,2012,5,3,2,3,1
1,2,4,2011,2017,3,3,1,2,3
4,3,1,1341,2014,2,4,1,3,3
6,1,1,1848,2017,4,3,1,3,2
6,7,3,2163,2010,5,3,3,2,2
2,6,3,883,2010,4,3,2,2,3
6,7,2,1045,2014,1,4,2,2,2
2,7,3,1978,2013,3,4,2,2,1
7,7,2,1152,2015,1,3,3,2,3
6,1,4,2384,2020,3,3,2,2,4
4,2,3,1245,2014,2,4,2,3,2
6,6,4,2284,2013,5,3,3,2,3
7,1,5,1250,2017,2,4,1,3,3
7,6,1,1305,2010,1,4,2,3,1
4,6,1,1379,2012,3,4,1,2,1
5,1,5,1994,2017,1,4,3,2,1
1,6,4,934,2010,3,4,3,2,3
2,2,4,1586,2012,3,4,2,2,5
1,3,5,834,2012,5,3,3,3,4
1,4,1,1338,2013,3,4,2,2,2
3,6,4,814,2020,1,4,1,3,1
4,7,2,1866,2017,4,3,3,3,1
5,4,2,1028,2019,1,3,1,2,4
4,4,4,2038,2012,5,4,2,3,3
7,6,3,2078,2014,1,3,1,3,5
6,1,5,1491,2020,3,3,2,2,1
4,4,3,1912,2015,4,3,2,3,5
2,3,3,968,2019,3,4,1,2,2
6,1,4,2225,2010,1,4,3,2,4
2,6,5,2041,2011,1,3,3,3,2
2,2,2,941,2020,3,4,1,3,2
5,4,5,1375,2010,5,4,2,2,4
1,1,2,1134,2014,1,3,3,2,5
6,7,3,1715,2018,5,3,3,3,5
4,4,4,1470,2013,4,3,2,2,2
4,5,5,830,2014,2,3,3,3,4
6,2,5,1627,2011,1,4,1,3,4
4,6,1,1694,2016,3,4,3,2,5
7,4,5,1581,2017,2,3,3,2,2
7,2,1,1977,2015,4,3,1,2,5
3,1,2,1676,2010,5,3,2,2,5
4,5,1,1754,2011,3,4,2,3,1
5,6,4,2213,2010,2,4,2,2,1
3,1,1,2034,2016,3,3,3,3,4
5,7,4,1265,2016,5,3,1,3,1
5,3,3,2189,2014,2,3,3,3,4
2,4,3,1399,2020,4,3,1,3,5
7,2,5,2239,2018,1,4,1,3,1
5,4,3,1856,2012,1,4,1,3,1
6,5,5,1140,2018,3,3,3,3,5
6,6,5,1535,2018,3,4,3,3,2
5,6,2,974,2019,4,3,1,3,1
7,5,4,1002,2018,4,4,1,3,1
5,4,4,1104,2019,3,4,3,2,3
1,5,1,1472,2013,1,4,1,3,2
3,4,4,1786,2017,3,3,2,3,1
7,4,4,837,2017,3,3,2,2,4
2,7,4,1001,2014,3,4,1,3,2
5,3,5,1218,2012,3,3,2,2,5
1,7,5,1177,2016,4,4,3,2,4
4,4,1,2308,2010,2,3,1,2,2
1,2,1,1253,2011,5,4,3,3,5
7,3,3,1818,2013,4,4,1,3,3
7,1,5,1900,2013,2,4,1,2,5
6,1,4,2294,2016,4,4,2,2,4
2,1,1,1496,2011,2,4,3,3,4
7,4,2,1282,2017,4,4,3,3,3
2,7,5,1240,2012,5,3,2,2,2
4,2,2,1374,2019,1,3,2,2,3
1,5,2,1795,2017,5,3,3,2,1
5,7,3,1909,2013,1,3,3,3,3
2,2,5,1621,2011,3,4,2,2,2
1,5,1,1538,2019,4,4,1,2,4
1,7,5,2054,2015,1,4,2,3,4
2,2,1,1159,2013,3,3,2,3,5
4,6,5,1424,2015,4,4,3,3,3
2,4,5,1033,2011,3,4,1,3,1
2,1,5,1149,2010,2,3,1,3,1
7,5,5,2114,2014,2,3,2,2,4
7,7,5,1181,2020,5,3,3,3,5
7,7,3,1220,2018,5,3,3,2,2
1,7,4,1363,2010,5,4,3,3,3
1,4,4,1804,2013,3,4,3,2,1
5,1,2,1288,2015,2,3,3,3,5
6,6,4,1154,2015,4,4,2,3,2
3,1,3,1974,2019,5,4,1,3,2
6,4,4,946,2016,4,3,2,3,5
7,2,1,1443,2017,2,4,2,3,2
7,7,5,1832,2019,5,3,2,2,1
2,1,3,954,2013,1,3,3,2,5
6,5,3,2273,2012,4,4,2,2,2
1,4,1,1151,2013,3,4,2,3,2
1,4,1,1729,2020,5,4,2,2,1
5,1,3,1982,2010,5,3,3,3,4
1,6,1,1545,2017,1,4,1,3,3
2,5,1,929,2011,4,3,1,3,5
4,3,1,1355,2010,2,3,3,3,5
4,1,4,1765,2019,2,4,1,2,3
2,3,4,1996,2010,2,4,2,3,3
3,2,4,1647,2013,5,3,2,3,2
2,6,3,1368,2013,1,3,1,3,2
7,4,5,1753,2020,4,3,2,3,4
2,7,5,2128,2011,1,4,2,2,4
3,4,4,1861,2019,4,4,1,3,2
5,5,4,1911,2013,5,4,1,3,5
2,4,5,1586,2011,5,3,2,3,4
5,6,3,2117,2016,5,3,2,2,3
3,2,3,1285,2014,4,3,3,3,3
3,2,4,1033,2010,5,4,1,3,2
6,4,4,1669,2012,1,3,2,2,2
6,6,4,984,2014,1,4,1,3,4
3,7,5,893,2017,4,4,3,2,5
7,5,2,1041,2018,2,3,3,2,4
5,1,5,1950,2015,4,3,3,3,3
5,7,1,837,2018,1,3,1,3,5
5,6,4,1314,2016,2,3,1,3,4
3,4,1,1568,2013,1,3,3,2,4
3,1,1,1999,2013,5,4,3,2,2
6,4,3,1008,2016,2,3,1,2,5
4,5,3,1528,2017,4,3,1,3,1
1,4,5,1791,2018,5,3,3,3,2
1,7,5,1041,2016,5,3,2,2,1
7,1,1,2027,2010,3,4,3,3,4
3,6,4,2082,2011,2,3,1,2,4
5,1,1,1981,2018,4,4,1,3,5
4,7,3,835,2011,1,4,1,3,4
7,7,2,2251,2013,4,4,3,3,4
5,2,5,2363,2012,3,4,2,2,4
2,4,4,1132,2013,5,4,2,3,5
2,6,2,1257,2013,1,3,3,3,3
2,4,3,1220,2014,1,3,1,2,5
3,6,2,1348,2019,5,4,1,3,2
2,5,5,2236,2012,2,4,3,2,3
7,4,4,899,2011,4,3,1,2,5
3,5,2,1537,2015,2,3,2,2,2
2,3,1,2215,2017,5,4,2,3,4
2,1,4,1445,2010,4,3,1,3,5
2,5,4,1140,2019,3,4,1,2,1
6,4,2,838,2012,2,4,1,3,3
2,7,5,1195,2018,1,4,1,3,1
6,4,3,1940,2020,5,3,2,2,2
7,6,4,1697,2015,3,3,2,3,3
3,1,2,1898,2013,1,4,1,3,3
4,5,4,2100,2017,4,3,3,2,3
6,5,1,1272,2017,2,4,3,2,4
6,7,4,1184,2015,3,3,3,2,1
7,3,4,2038,2017,1,4,2,3,4
5,4,3,1683,2012,2,4,3,3,5
3,2,5,1634,2011,4,4,2,2,1
5,7,3,1064,2020,4,4,3,3,4
7,2,1,1962,2011,1,4,3,3,1
1,2,3,2194,2014,5,4,3,2,5
2,3,2,1712,2020,2,4,1,3,3
6,4,5,1535,2011,2,3,1,3,5
3,7,1,1512,2019,4,4,3,2,1
2,3,2,2085,2010,4,4,2,2,1
2,6,2,1894,2018,3,3,2,3,2
1,3,1,1831,2011,5,4,3,2,2
6,5,4,849,2017,2,3,2,2,2
6,1,4,1739,2018,3,3,1,2,2
5,6,2,1975,2013,1,4,1,2,1
3,1,3,1754,2017,3,3,2,3,2
6,4,5,2314,2019,4,3,1,3,4
6,4,1,2395,2020,2,3,2,2,5
6,7,4,1929,2016,1,3,1,2,3
7,1,1,2119,2015,4,4,3,3,1
5,1,3,1111,2014,2,4,3,3,5
7,3,1,993,2011,1,3,1,3,5
3,5,4,1569,2014,3,4,3,2,2
6,3,5,898,2013,4,4,2,2,3
4,6,1,882,2010,4,3,1,2,2
6,4,1,2112,2010,5,3,1,2,4
3,1,5,1101,2012,2,3,2,3,4
7,1,5,1873,2017,2,4,2,2,2
6,6,4,1759,2020,4,3,3,3,5
3,5,3,1573,2015,5,4,2,3,4
6,2,1,1389,2018,5,3,1,3,2
3,6,3,1523,2015,5,3,1,3,5
1,5,3,2178,2010,3,4,2,3,5
1,3,5,827,2016,1,3,3,2,3
2,1,2,974,2017,3,3,2,2,1
4,1,1,996,2011,2,4,3,3,4
7,3,3,1858,2012,1,3,2,3,5
4,6,4,1095,2014,5,4,3,2,5
6,3,3,953,2015,3,4,1,3,5
4,3,3,1231,2011,5,4,3,2,1
7,4,2,2237,2019,4,4,3,2,1
3,3,3,836,2013,5,4,3,2,3
6,7,1,1107,2018,4,4,3,3,1
1,1,2,1621,2019,5,4,1,2,5
7,7,5,1401,2014,4,3,2,3,2
4,1,1,1779,2014,1,3,2,2,3
3,3,3,1086,2011,1,4,3,3,3
6,1,1,2094,2015,5,3,2,3,2
3,5,4,1513,2015,5,3,3,3,4
4,4,1,2399,2018,3,3,1,3,2
3,6,1,954,2013,1,3,1,3,1
7,4,2,1368,2012,3,3,3,3,3
4,1,5,1148,2014,5,4,3,2,5
7,4,3,2224,2017,2,3,3,2,1
1,7,2,1152,2013,5,4,2,3,2
4,1,3,1576,2014,4,3,3,3,5
6,7,2,2090,2011,5,4,2,2,1
3,3,2,1736,2013,3,4,2,2,4
7,4,1,2067,2019,5,4,1,3,1
2,4,2,2373,2011,3,4,1,3,3
2,3,4,1493,2015,3,4,3,3,5
2,5,5,1197,2016,2,4,2,3,3
1,5,2,1091,2019,4,4,2,2,3
4,2,3,1459,2011,4,4,1,3,3
1,6,4,1552,2016,3,3,2,3,5
2,1,2,1148,2017,1,3,1,3,5
2,5,1,903,2016,2,3,3,3,1
4,3,2,1261,2016,2,4,2,2,4
2,7,3,1425,2020,3,4,2,2,2
1,4,4,1420,2017,1,4,2,3,4
1,4,2,2231,2016,2,3,2,3,3
6,3,2,1854,2016,2,3,3,3,1
4,6,4,2116,2014,4,4,2,2,3
2,6,5,1866,2016,2,3,2,2,1
6,2,2,2085,2014,5,4,2,2,5
6,5,2,2394,2018,5,3,1,2,1
2,7,4,1342,2018,4,3,2,2,3
7,5,2,1034,2013,4,3,3,2,5
2,7,5,981,2015,5,3,1,2,4
2,3,5,1385,2010,5,4,2,2,3
3,2,4,1145,2016,1,4,2,2,3
5,3,2,1758,2014,5,3,3,3,2
4,1,2,1557,2010,5,4,3,2,2
4,4,1,1149,2020,5,4,1,2,3
6,3,3,1112,2020,3,4,2,2,1
7,5,3,2171,2017,1,4,2,3,2
4,4,5,1196,2013,3,4,1,3,3
4,3,4,1832,2016,2,4,1,3,1
7,6,4,1111,2012,1,4,1,3,4
5,2,1,2373,2016,4,4,3,2,2
1,3,3,1264,2019,3,4,3,3,5
3,6,3,1599,2012,1,4,3,2,3
5,2,4,1382,2015,4,4,2,3,2
6,2,5,1993,2016,5,3,3,3,4
1,5,3,946,2010,2,4,1,2,4
7,2,1,1620,2015,5,4,2,3,2
5,7,2,1112,2015,5,4,2,2,2
1,6,3,1443,2020,1,4,2,2,5
5,7,4,2276,2020,3,4,3,2,1
2,3,1,2033,2018,5,3,3,3,3
5,2,2,1975,2016,2,3,2,3,4
4,5,3,1766,2019,1,3,1,3,5
1,6,3,1784,2020,2,4,3,2,5
1,5,1,1660,2015,2,4,3,3,2
2,3,5,1016,2019,1,4,2,2,2
5,3,1,1433,2011,1,4,2,3,5
6,7,1,1620,2010,5,3,2,3,3
7,3,5,1885,2013,4,4,2,2,1
1,2,2,1206,2010,2,4,3,2,2
5,7,2,1239,2010,5,3,2,2,5
3,3,1,1507,2020,4,4,1,2,2
2,7,2,2241,2016,2,4,1,2,5
2,3,4,975,2015,2,3,2,3,2
1,1,4,1151,2013,4,3,3,3,4
7,3,2,1835,2013,3,3,2,2,1
5,2,3,2114,2018,1,4,1,2,5
4,3,1,964,2016,5,4,1,2,2
4,7,3,1873,2019,1,4,1,2,4
7,3,4,2102,2011,2,3,3,2,5
2,5,4,1411,2012,5,3,2,3,1
2,2,1,1468,2020,1,4,3,2,2
1,7,3,1232,2018,5,4,3,3,5
7,3,1,2397,2015,5,4,1,3,4
6,2,4,2205,2013,5,3,2,2,4
1,2,3,1235,2015,2,4,2,2,3
5,5,2,1593,2018,2,3,1,2,3
2,2,4,953,2012,1,4,3,2,1
6,2,2,1633,2015,1,4,2,3,2
5,6,1,1839,2019,1,4,3,2,1
4,1,4,1264,2015,2,4,1,3,4
3,4,3,2107,2017,3,4,1,2,1
1,2,5,1886,2017,3,3,3,3,4
7,2,4,959,2012,2,4,2,2,5
2,2,1,1975,2010,4,4,1,3,1
6,1,2,1436,2015,1,3,1,2,2
2,4,5,1667,2017,1,4,3,3,3
7,7,4,887,2020,1,4,1,3,5
3,5,5,2167,2016,4,3,2,2,4
3,3,3,1449,2010,4,4,3,3,2
4,7,5,1674,2018,4,3,1,3,4
5,4,1,1828,2020,4,4,1,2,4
2,3,1,1388,2014,2,3,1,2,5
2,4,4,1620,2019,4,4,3,3,1
1,4,3,1316,2017,4,4,2,2,3
1,7,1,813,2015,4,4,3,3,5
7,2,1,1315,2012,1,4,1,3,3
1,6,2,2020,2018,4,4,1,3,4
7,6,5,2244,2015,2,4,3,2,4
3,3,4,2070,2016,4,3,1,2,5
7,3,5,2140,2016,3,3,2,2,4
1,2,4,1557,2013,3,4,2,3,2
6,5,5,1151,2017,1,4,2,3,1
1,1,5,1000,2013,1,4,2,2,1
5,1,4,858,2017,1,3,1,3,3
1,7,5,2014,2010,3,3,2,2,2
1,6,4,1835,2016,2,3,3,2,4
6,3,1,1708,2011,4,3,1,3,2
1,7,4,1168,2014,1,3,2,2,5
5,1,2,900,2011,5,4,3,3,1
1,6,5,1839,2010,4,4,3,3,1
4,2,3,850,2012,2,3,1,3,1
5,1,4,2156,2013,5,3,1,3,1
4,4,3,1438,2020,2,4,3,2,1
3,2,5,1490,2011,4,4,1,2,1
5,4,5,2195,2012,4,4,3,3,4
7,4,4,1283,2010,3,3,2,3,1
2,4,2,1441,2019,2,4,1,3,5
7,6,3,2360,2018,2,4,2,3,2
3,4,1,1265,2015,4,3,2,3,1
6,7,3,1385,2019,1,4,1,3,5
5,7,1,2256,2015,4,3,2,3,4
4,5,1,2278,2016,3,4,3,2,5
3,3,2,1734,2013,5,3,3,2,3
4,7,5,1569,2018,5,3,1,3,3
5,5,1,2257,2013,1,4,1,3,1
3,2,4,1945,2018,1,4,2,2,5
4,3,5,1002,2016,1,3,2,3,2
5,4,3,858,2010,2,3,3,3,4
1,5,3,1202,2015,3,4,3,3,2
1,7,4,1342,2013,2,4,2,2,5
6,4,5,1728,2011,5,3,2,2,4
5,1,3,1580,2020,2,3,3,3,5
5,1,4,1990,2015,5,3,1,2,2
4,7,3,1344,2015,5,3,3,2,4
6,4,1,2078,2010,1,3,1,2,4
3,3,2,1496,2020,5,4,1,2,1
5,7,4,2121,2020,2,4,3,2,5
3,1,4,1491,2013,4,3,1,3,2
6,6,4,1653,2016,3,3,2,2,2
7,6,3,2207,2017,2,4,3,3,3
2,4,5,1286,2011,5,3,3,3,2
4,5,1,2325,2013,1,3,3,3,1
4,5,2,1468,2019,3,4,3,2,4
4,4,4,1069,2016,2,3,2,3,1
2,4,4,999,2014,4,4,2,2,4
7,5,5,2211,2014,3,4,2,2,4
1,1,3,1150,2010,3,3,1,2,1
2,3,2,830,2017,4,4,1,2,4
5,1,3,1288,2010,3,3,1,2,4
4,5,1,2113,2019,5,3,2,3,3
7,6,3,991,2020,3,3,3,2,3
2,2,3,2243,2013,2,4,3,2,4
2,4,1,1768,2013,5,4,1,2,1
4,7,4,1932,2014,2,3,1,3,5
2,3,5,2321,2010,4,4,3,2,3
2,1,3,1533,2018,4,4,3,2,1
2,7,3,923,2012,4,3,1,3,1
5,7,1,1416,2018,1,3,1,3,5
5,4,2,917,2012,2,3,2,3,4
1,4,5,1446,2015,3,4,2,3,4
6,5,3,1131,2020,5,4,1,2,1
3,1,5,1015,2014,3,3,1,3,1
1,6,1,2260,2018,3,4,1,3,1
6,6,1,1104,2013,4,3,2,3,3
2,3,4,1046,2017,4,3,1,3,2
6,2,5,1533,2017,3,4,2,2,3
5,4,2,1403,2013,3,3,3,2,1
7,1,2,2238,2013,2,4,2,3,1
2,6,5,2042,2011,4,3,2,3,5
3,1,4,1662,2017,3,4,3,3,3
2,1,5,1236,2017,4,3,3,2,1
6,3,4,1696,2015,2,4,3,2,2
5,2,2,1237,2020,3,3,3,2,4
7,6,2,1476,2018,2,3,3,2,2
7,7,1,1986,2017,4,4,3,3,2
3,4,5,1559,2011,5,3,1,3,5
1,2,5,964,2018,3,3,1,2,3
3,1,2,1917,2017,5,4,3,3,4
5,4,2,1581,2010,2,4,1,3,2
2,5,1,1620,2012,3,4,1,3,5
6,4,2,1134,2018,5,4,1,3,2
6,3,3,2098,2012,4,4,2,3,1
7,4,1,2344,2014,1,4,3,2,4
1,2,2,1171,2015,4,3,2,2,2
6,2,5,1560,2015,4,4,3,2,4
4,3,1,811,2020,2,3,3,2,2
3,2,5,1721,2015,5,3,1,2,1
4,5,2,2196,2019,5,3,2,3,1
7,3,5,1091,2017,2,3,3,3,2
3,3,2,850,2012,1,4,2,2,3
7,2,1,1586,2012,1,3,1,3,2
1,5,5,1890,2019,2,3,1,3,1
2,2,5,2191,2017,5,3,1,3,2
1,6,2,1450,2014,1,4,3,2,4
7,2,5,2262,2016,4,4,3,3,4
1,6,1,2133,2015,2,3,2,2,3
2,4,4,1241,2016,1,4,2,2,3
2,3,5,1267,2015,1,3,2,2,3
3,6,4,2362,2016,1,4,2,3,5
1,5,1,2148,2010,3,4,2,2,5
7,5,4,1443,2020,3,4,1,2,3
7,2,3,1194,2012,1,4,2,2,1
3,5,2,1823,2017,5,3,1,3,3
5,5,3,1407,2010,2,4,3,2,4
6,4,4,1410,2011,5,3,1,2,5
4,7,5,896,2020,1,3,3,3,2
3,5,1,884,2010,5,4,1,2,1
1,5,3,1876,2020,1,3,1,2,1
6,6,4,1280,2017,4,4,2,2,2
3,2,3,1692,2015,1,4,1,2,4
3,6,2,1882,2018,5,4,2,3,3
6,2,2,1667,2010,5,4,2,3,4
5,4,4,1557,2014,3,3,1,3,5
1,4,4,1530,2013,3,4,3,3,1
1,4,2,1931,2018,2,3,2,2,2
1,3,4,1813,2010,2,4,2,3,3
2,7,2,2079,2016,3,4,3,3,4
7,3,4,933,2016,5,3,3,3,2
2,3,1,1481,2016,3,4,1,2,1
1,1,5,1781,2011,3,3,3,2,5
7,7,3,2068,2014,2,3,2,2,2
5,3,2,2372,2011,5,3,1,3,4
4,2,5,1926,2016,1,3,2,3,4
6,7,1,995,2017,3,4,1,3,4
6,2,4,1273,2017,4,3,3,3,2
7,5,4,1749,2014,5,3,3,3,3
7,7,5,1765,2015,4,4,1,2,4
5,4,5,1009,2014,1,3,3,3,1
5,1,4,1619,2020,3,4,3,2,5
5,3,3,1214,2014,2,3,2,2,1
2,7,3,1575,2010,5,3,2,2,2
3,3,5,1781,2012,4,4,1,3,2
5,6,1,837,2019,2,4,1,2,2
7,2,4,2113,2014,3,4,1,2,5
6,5,2,1907,2020,2,4,1,3,4
3,2,5,1311,2015,4,4,1,2,1
4,2,4,1267,2012,3,4,1,2,2
6,3,5,1171,2017,4,3,2,3,5
7,6,4,1826,2010,1,4,3,2,1
6,4,4,2375,2020,3,4,2,3,3
3,5,4,2362,2016,2,4,2,3,1
5,1,1,2116,2013,4,4,3,3,1
3,2,3,2201,2019,4,3,3,3,3
3,7,1,1473,2011,1,4,3,3,1
6,6,5,1624,2020,4,3,1,3,1
6,1,1,2073,2011,2,4,1,2,2
4,2,2,1945,2013,3,3,2,2,5
2,7,1,1462,2012,1,3,1,3,1
1,7,4,2381,2010,5,3,1,2,1
5,7,4,2343,2019,5,3,1,2,5
2,2,1,2244,2014,4,3,3,3,5
6,2,1,1649,2017,4,3,1,2,4
5,6,4,2076,2019,3,4,1,3,3
3,1,1,968,2012,2,3,1,2,3
7,6,5,1092,2013,5,3,2,3,3
5,4,3,1492,2014,3,3,1,3,2
4,7,2,2222,2012,4,4,2,3,5
6,2,4,1558,2017,1,4,1,2,4
2,6,2,1828,2016,2,3,3,2,1
1,4,1,1774,2017,4,3,2,3,3
5,3,1,997,2014,1,4,2,2,1
5,2,1,2237,2012,4,3,3,2,3
4,5,2,2186,2010,1,4,3,3,4
3,6,3,900,2017,5,3,3,3,3
7,5,4,1157,2010,5,3,3,3,1
4,1,5,1475,2011,3,3,3,2,3
5,6,2,942,2013,5,4,3,3,4
2,5,3,925,2015,3,4,1,2,4
5,3,1,2324,2013,3,3,3,2,1
6,4,4,2145,2019,5,4,2,2,3
6,7,2,1304,2010,1,4,3,2,1
4,5,1,2389,2017,5,4,2,3,2
1,4,2,1357,2017,1,3,3,3,2
1,4,3,2005,2010,5,4,2,3,1
6,3,4,1307,2020,5,4,2,3,2
2,2,5,2198,2011,4,4,3,2,1
6,6,1,1445,2020,4,3,3,3,3
2,3,3,1873,2012,2,4,1,3,5
2,6,1,1743,2010,4,3,2,3,5
5,3,5,2351,2013,1,4,2,3,3
6,2,2,934,2020,1,4,2,3,5
5,1,5,2258,2015,1,4,3,3,2
3,1,4,1720,2015,1,4,1,3,5
2,3,3,1366,2014,5,4,1,3,5
4,7,2,1443,2016,2,3,1,2,4
6,2,3,2232,2018,3,3,3,2,4
5,4,5,1950,2017,4,4,3,2,4
6,7,1,1285,2020,4,4,3,3,3
5,7,5,1958,2018,1,4,1,2,3
3,5,2,1384,2010,1,3,3,2,2
7,5,3,1542,2017,5,3,3,3,5
4,4,4,1726,2016,5,4,1,2,1
2,7,5,2112,2018,5,3,2,3,4
6,7,5,1541,2017,4,3,2,2,4
6,2,4,1519,2010,3,3,1,3,2
1,4,3,1144,2012,2,3,2,3,1
2,7,2,813,2020,4,3,1,3,2
4,7,1,890,2016,5,3,2,2,4
1,7,3,1349,2016,5,4,3,3,1
1,1,2,1288,2017,1,3,2,2,2
3,4,3,2373,2014,2,3,1,3,2
1,7,1,1623,2010,3,4,1,2,5
5,1,4,2040,2019,3,3,3,3,1
4,3,3,2190,2011,3,3,3,3,5
3,2,5,1063,2014,4,4,3,3,4
6,2,3,1142,2012,4,4,3,3,2
4,2,5,1153,2014,1,4,1,3,4
1,3,5,1620,2014,2,3,1,3,4
2,7,4,2029,2020,2,3,2,3,5
6,5,5,941,2020,3,4,1,3,4
7,7,4,2155,2015,5,4,2,2,2
7,6,4,1551,2016,1,3,1,3,2
5,6,5,1248,2014,3,4,2,2,3
4,1,1,1581,2011,5,4,3,2,1
1,4,2,1939,2014,2,4,1,3,5
5,6,1,2323,2014,5,4,2,2,4
7,5,4,1738,2013,3,3,1,3,4
2,7,1,1300,2012,1,3,1,2,1
3,4,2,1078,2015,4,3,2,3,2
1,2,2,2017,2020,4,3,2,2,2
2,6,1,999,2018,4,4,1,3,3
5,2,1,1331,2014,3,4,2,2,1
1,7,4,2087,2018,3,4,3,2,5
4,7,5,2069,2020,4,4,2,3,1
1,1,3,2121,2015,4,3,1,2,4
6,6,1,1570,2015,2,3,1,3,5
